11384.0,6232037.0
11397.0,6231853.0
11411.0,6160108.0
11397.0,6231853.0
11361.0,6237692.0
11361.0,6237692.0
11416.0,6158415.0
11400.0,6228153.0
11411.0,6160108.0
11384.0,6233027.0
11397.0,6231854.0
11361.0,6237724.0
11416.0,6158891.0
11400.0,6230733.0
11411.0,6164753.0
11389.0,6235741.0
11397.0,6234193.0
11416.0,6159424.0
11400.0,6230997.0
11400.0,6230997.0
11411.0,6165780.0
11389.0,6235759.0
11416.0,6159590.0
11416.0,6159590.0
11400.0,6231232.0
11400.0,6231232.0
11411.0,6165800.0
11389.0,6235847.0
11416.0,6160207.0
11400.0,6231249.0
11411.0,6165901.0
11389.0,6235865.0
11416.0,6160220.0
11400.0,6231685.0
11411.0,6166193.0
11389.0,6236030.0
11397.0,6236015.0
11416.0,6160224.0
11400.0,6231689.0
11411.0,6166208.0
11389.0,6236125.0
11389.0,6236125.0
11389.0,6236125.0
11416.0,6160237.0
11400.0,6231750.0
11411.0,6166225.0
11411.0,6166225.0
11411.0,6166225.0
11389.0,6236625.0
11389.0,6236625.0
11416.0,6160266.0
11400.0,6231770.0
11411.0,6166911.0
11411.0,6166911.0
11389.0,6236893.0
11394.0,6236756.0
11416.0,6161871.0
11400.0,6232260.0
11411.0,6167208.0
11389.0,6237364.0
11416.0,6163026.0
11400.0,6232282.0
11411.0,6167326.0
11395.0,6237914.0
11389.0,6238060.0
11416.0,6163069.0
11400.0,6232324.0
11411.0,6167344.0
11389.0,6238583.0
11395.0,6238306.0
11416.0,6163084.0
11416.0,6163084.0
11400.0,6232339.0
11411.0,6167357.0
11389.0,6238805.0
11394.0,6238680.0
11416.0,6163171.0
11494.0,6163145.0
11494.0,6163145.0
11400.0,6232341.0
11411.0,6167378.0
11411.0,6167378.0
11389.0,6238824.0
11394.0,6238684.0
11416.0,6163258.0
11400.0,6232417.0
11411.0,6167874.0
11389.0,6238841.0
11394.0,6238699.0
11416.0,6163375.0
11400.0,6233141.0
11411.0,6168136.0
11389.0,6238890.0
11395.0,6238820.0
11416.0,6163379.0
11416.0,6163379.0
11400.0,6233254.0
11411.0,6168187.0
11416.0,6163393.0
11411.0,6168341.0
