429.0,38114.0
379.0,737550.0
429.0,38114.0
379.0,737550.0
425.0,145391.0
417.0,260081.0
410.0,280701.0
392.0,493181.0
386.0,544402.0
384.0,665250.0
403.0,421543.0
425.0,145391.0
392.0,493181.0
406.0,387978.0
417.0,260081.0
403.0,421543.0
384.0,665250.0
406.0,387978.0
386.0,544402.0
410.0,280701.0
379.0,737550.0
429.0,38114.0
425.0,145391.0
392.0,493181.0
417.0,260081.0
403.0,421543.0
384.0,665250.0
406.0,387978.0
386.0,544402.0
410.0,280701.0
379.0,737550.0
429.0,38114.0
425.0,145391.0
392.0,493181.0
417.0,260081.0
403.0,421543.0
384.0,665250.0
406.0,387978.0
386.0,544402.0
410.0,280701.0
429.0,38114.0
379.0,737550.0
425.0,145391.0
392.0,493181.0
417.0,260081.0
403.0,421543.0
384.0,665250.0
406.0,387978.0
386.0,544402.0
410.0,280701.0
429.0,38114.0
379.0,737550.0
425.0,145391.0
392.0,493181.0
417.0,260081.0
403.0,421543.0
384.0,665250.0
406.0,387978.0
386.0,544402.0
410.0,280701.0
379.0,737550.0
429.0,38114.0
425.0,145391.0
392.0,493181.0
417.0,260081.0
403.0,421543.0
384.0,665250.0
406.0,387978.0
386.0,544402.0
410.0,280701.0
429.0,38114.0
379.0,737550.0
425.0,145391.0
392.0,493181.0
417.0,260081.0
403.0,421543.0
384.0,665250.0
406.0,387978.0
386.0,544402.0
410.0,280701.0
429.0,38114.0
379.0,737550.0
425.0,145391.0
392.0,493181.0
417.0,260081.0
403.0,421543.0
384.0,665250.0
406.0,387978.0
386.0,544402.0
410.0,280701.0
429.0,38114.0
379.0,737550.0
425.0,145391.0
392.0,493181.0
417.0,260081.0
403.0,421543.0
384.0,665250.0
406.0,387978.0
386.0,544402.0
410.0,280701.0
