60.0,118143.0
59.0,154523.0
62.0,82963.0
58.0,159243.0
65.0,7810.0
64.0,43048.0
63.0,80498.0
64.0,43048.0
63.0,80498.0
63.0,80498.0
64.0,43048.0
65.0,7810.0
64.0,43048.0
63.0,80498.0
65.0,7810.0
64.0,43048.0
64.0,43048.0
64.0,43048.0
64.0,43048.0
63.0,80498.0
64.0,43048.0
63.0,80498.0
65.0,7810.0
64.0,43048.0
64.0,43048.0
65.0,7810.0
61.0,85283.0
64.0,43048.0
63.0,80498.0
64.0,43048.0
63.0,80498.0
64.0,43048.0
64.0,43048.0
63.0,80498.0
64.0,43048.0
65.0,7810.0
61.0,85283.0
61.0,85283.0
65.0,7810.0
63.0,80498.0
63.0,80498.0
64.0,43048.0
63.0,80498.0
65.0,7810.0
65.0,7810.0
63.0,80498.0
64.0,43048.0
65.0,7810.0
63.0,80498.0
64.0,43048.0
64.0,43048.0
64.0,43048.0
64.0,43048.0
64.0,43048.0
64.0,43048.0
63.0,80498.0
63.0,80498.0
64.0,43048.0
61.0,85283.0
63.0,80498.0
63.0,80498.0
65.0,7810.0
65.0,7810.0
65.0,7810.0
65.0,7810.0
65.0,7810.0
63.0,80498.0
63.0,80498.0
64.0,43048.0
64.0,43048.0
64.0,43048.0
64.0,43048.0
63.0,80498.0
64.0,43048.0
63.0,80498.0
64.0,43048.0
64.0,43048.0
65.0,7810.0
65.0,7810.0
63.0,80498.0
64.0,43048.0
64.0,43048.0
65.0,7810.0
63.0,80498.0
64.0,43048.0
61.0,85283.0
64.0,43048.0
64.0,43048.0
63.0,80498.0
63.0,80498.0
64.0,43048.0
65.0,7810.0
63.0,80498.0
65.0,7810.0
64.0,43048.0
64.0,43048.0
63.0,80498.0
64.0,43048.0
63.0,80498.0
65.0,7810.0
