429.0,38114.0
429.0,38114.0
429.0,38114.0
429.0,38114.0
429.0,38114.0
429.0,38114.0
429.0,38114.0
429.0,38114.0
429.0,38114.0
429.0,38114.0
429.0,38114.0
429.0,38114.0
429.0,38114.0
429.0,38114.0
429.0,38114.0
429.0,38114.0
429.0,38114.0
429.0,38114.0
429.0,38114.0
429.0,38114.0
429.0,38114.0
429.0,38129.0
429.0,38129.0
429.0,38129.0
429.0,38129.0
429.0,38129.0
429.0,38129.0
429.0,38129.0
429.0,38129.0
429.0,38129.0
429.0,38129.0
429.0,38129.0
429.0,38114.0
429.0,38146.0
429.0,38129.0
429.0,38146.0
429.0,38146.0
429.0,38114.0
429.0,38129.0
429.0,38144.0
429.0,38114.0
429.0,38129.0
429.0,38129.0
429.0,38129.0
429.0,38129.0
429.0,38129.0
429.0,38144.0
429.0,38161.0
429.0,38114.0
425.0,170626.0
